latitude,longitude
1.340072984,103.718594
1.3061131,103.7880294
1.337484986,103.692902
1.357360984,103.75607
1.357578001,103.760776
1.364073012,103.881278
1.352767004,103.861743
1.450638017,103.829489
1.444350989,103.733834
1.461502986,103.836845
1.399447988,103.884326
1.405584127,103.822723
1.410997022,103.904815
1.42754499,103.826119
1.401158977,103.8174687
1.438805993,103.740057
1.456222013,103.835674
1.36002981,103.8269462
1.376939012,103.898646
1.409974,103.832171
1.398038984,103.822322
1.444170424,103.7820589
1.427596994,103.839487
1.41651199,103.759039
1.427281004,103.825351
1.424376002,103.84261
1.369065012,103.826296
1.402232999,103.915405
1.437633018,103.769934
1.408689993,103.96542
1.284353007,103.790319
1.214058333,103.8348056
1.278845007,103.810545
1.278630653,103.8014812
1.284243997,103.851335
1.286639004,103.846578
1.305734008,103.883301
1.301571987,103.887304
1.340453023,103.884275
1.298971001,103.847775
1.307304997,103.859533
1.300096994,103.841238
1.312670009,103.813894
1.336924017,103.769163
1.318784989,103.939424
1.32736399,103.914737
1.324428004,103.953982
1.362848014,103.972157
1.328995983,103.915658
1.315365007,103.914286
1.386942983,103.8566
1.381468003,103.86872
1.374509013,103.811353
1.356359004,103.860395
1.436523996,103.779226
1.440211094,103.7354694
1.389702008,103.860192
1.452700003,103.780115
1.372002011,103.83453
1.343887005,103.883247
1.390109003,103.852236
1.379920993,103.83456
1.373476017,103.829858
1.368981997,103.880039
1.439358011,103.826964
1.38825799,103.856121
1.387012006,103.85751
1.375997005,103.832499
1.384262002,103.862974
1.359630997,103.863872
1.405671984,103.820607
1.386954014,103.835072
1.420227004,103.719891
1.45754,103.836984
1.280437996,103.846119
1.281121993,103.841419
1.437621993,103.835077
1.315872975,103.931431
1.333020981,103.94388
1.323983001,103.946385
1.39926599,103.871065
1.387661981,103.856752
1.346781994,103.881825
1.321632986,103.921577
1.339039003,103.958234
1.346094999,103.960344
1.324284005,103.946228
1.391794026,103.986344
1.381991984,103.8292
1.310996001,103.923806
1.311047991,103.816251
1.265760987,103.803133
1.434169007,103.8226469
1.317013002,103.936212
1.319287002,103.941376
1.334335434,103.9208701
1.38637898,103.838321
1.310324992,103.912805
1.38779799,103.868413
1.357221983,103.867553
1.339094002,103.92681
1.347108987,103.867396
1.390043988,103.975878
1.335886008,103.771683
1.346138019,103.766776
1.323298993,103.796581
1.324838011,103.842728
1.312399003,103.843204
1.279206998,103.788954
1.289417001,103.853597
1.361455989,103.847295
1.303381003,103.888214
1.304278005,103.790368
1.297175002,103.886367
1.298568993,103.894197
1.316152985,103.843852
1.320695493,103.8179182
1.358270003,103.825161
1.320361006,103.840699
1.321132982,103.833174
1.275698999,103.792076
1.313650016,103.889369
1.278177998,103.846687
1.329138016,103.879963
1.279026005,103.790185
1.282380991,103.839541
1.33232501,103.878436
1.306519,103.90074
1.354035993,103.839945
1.314407999,103.901699
1.335704011,103.801713
1.323103989,103.77326
1.353370004,103.84272
1.353646967,103.832028
1.340515987,103.765984
1.361998996,103.828439
1.341522989,103.83359
1.290572001,103.864679
1.370571,103.850286
1.312482992,103.782779
1.322436017,103.791281
1.292824997,103.854818
1.323805979,103.865835
1.316234998,103.783106
1.293089996,103.844915
1.374025014,103.842887
1.341395989,103.780895
1.31455099,103.892397
1.321207995,103.923838
1.32311502,103.957616
1.331702984,103.808987
1.313763009,103.784206
1.311502006,103.898952
1.301587003,103.837611
1.360928988,103.882129
1.31173,103.795544
1.287320006,103.853473
1.308422003,103.854849
1.288489996,103.860639
1.335506016,103.805487
1.272364992,103.802693
1.283845008,103.829977
1.322312979,103.842813
1.336324018,103.764869
1.309758997,103.854776
1.343862985,103.77304
1.300174003,103.897322
1.314115017,103.780246
1.328344008,103.810509
1.322987012,103.827058
1.292257993,103.845691
1.333798002,103.881706
1.290759993,103.831798
1.331874009,103.875616
1.321771988,103.887659
1.291778004,103.846609
1.38340099,104.001675
1.329746017,103.950168
1.385943002,103.858758
1.383104999,103.86146
1.347404006,103.963506
1.337183986,103.956225
1.39030102,103.855252
1.38829201,103.837572
1.378684022,103.952173
1.363039002,103.965637
1.308482998,103.919384
1.329029004,103.946876
1.379492003,103.875186
1.38725001,103.838826
1.325003012,103.914402
1.324727987,103.949048
1.399035028,103.873848
1.326716006,103.807658
1.32686098,103.782814
1.304108993,103.862146
1.299264003,103.843839
1.330579994,103.847968
1.292839996,103.834957
1.315709015,103.781222
1.35429099,103.834364
1.312950986,103.78123
1.298343008,103.845882
1.304497996,103.847462
1.305787006,103.866979
1.286823994,103.851957
1.275281008,103.818222
1.303169006,103.920605
1.322453001,103.950773
1.344383007,103.960283
1.367302019,103.889832
1.371689995,103.952378
1.327417001,103.953082
1.32202599,103.7964
1.361013983,103.830174
1.324289989,103.805479
1.351061996,103.844622
1.348673983,103.843548
1.350155996,103.835175
1.337011004,103.78506
1.377304974,103.805474
1.329720994,103.87305
1.311484011,103.858152
1.295716995,103.848861
1.31911,103.806056
1.325451997,103.817666
1.322288011,103.788076
1.370971567,103.7808374
1.281465007,103.847644
1.372718013,103.839569
1.388305972,103.85737
1.372190016,103.941094
1.321627004,103.948451
1.313034992,103.917656
1.359264023,103.944482
1.391226001,103.987296
1.371020982,103.832392
1.32010101,103.924456
1.388054016,103.836146
1.323851998,103.950395
1.348967012,103.883569
1.385445983,103.877906
1.378732994,103.945667
1.380681008,103.837487
1.363914991,103.94869
1.384050001,103.86045
1.385589014,103.865744
1.390647001,103.988089
1.319380003,103.927927
1.346071008,103.884998
1.367963662,103.8903645
1.390172013,103.98919
1.35519602,103.885955
1.391640001,103.903736
1.325534002,103.94749
1.356556988,103.834035
